id,month,week,storage_id,product_id,base_price,checkout_price,social_media_promotion,homepage_featured,num_orders,category,city,storage_type,num_orders_predict
23884,1,1,101,21114085,337.34,364.06,0,0,15,BOMBAS,CHORRILLOS,STR_LMS,11.35
23885,1,1,102,21021680,993.84,1082.4,0,0,1,ESMERIL,AREQUIPA,STR_ARQ,2.3
23886,1,1,103,21101886,1113.02,1201.18,0,0,2,MOTORES ELECTRICOS,LIMA,STR_LMA,5.35
23887,1,1,103,21010938,1724.22,1908.36,1,0,4,TALADROS Y DESARMADORES ELECTRICOS,LIMA,STR_LMA,3.8
23888,1,1,103,21011148,305.02,335.22,0,0,10,ACCESORIOS,LIMA,STR_LMA,9.4
23889,1,1,101,21132262,3552.17,3868.7,0,0,4,REPUESTOS PARA EQUIPOS,CHORRILLOS,STR_LMS,3.2
23890,1,1,103,21122130,7747.66,8123.76,0,0,1,GENERADORES,LIMA,STR_LMA,1.4
23891,1,1,101,21093708,566.61,617.1,0,0,7,LLAVES DE IMPACTO,CHORRILLOS,STR_LMS,8.45
23892,1,1,103,21122137,2104.29,2329.02,0,0,4,GRUPOS ELECTROGENOS,LIMA,STR_LMA,3.65
23893,1,1,103,21061613,1862.44,2083.72,0,0,3,MARTILLOS ELECTRONEUMATICOS,LIMA,STR_LMA,5.4
23894,1,1,103,21051917,1003.68,1111.92,0,0,6,COMPRESORAS,LIMA,STR_LMA,5.65
23895,1,1,103,21044365,101.0,111.0,0,0,4,LIJADORAS,LIMA,STR_LMA,5.45
23896,1,1,103,21051897,2342.94,2572.64,0,0,1,COMPRESORAS,LIMA,STR_LMA,2.6
23897,1,1,103,21044348,537.32,601.16,0,0,8,LIJADORAS,LIMA,STR_LMA,8.4
23898,1,1,101,21072627,1298.46,1451.22,0,0,7,MOTOSIERRAS,CHORRILLOS,STR_LMS,4.3
23899,1,1,101,21101815,276.74,301.4,0,0,6,MOTORES ELECTRICOS,CHORRILLOS,STR_LMS,7.0
23900,1,1,103,21101828,1690.14,1822.7,0,0,6,MOTORES ELECTRICOS,LIMA,STR_LMA,4.85
23901,1,1,103,21051925,2781.0,3051.0,0,0,3,COMPRESORAS,LIMA,STR_LMA,2.85
23902,1,1,103,21021549,747.66,820.96,0,0,9,ESMERIL,LIMA,STR_LMA,6.0
23903,1,1,103,21021560,748.81,814.24,1,0,9,ESMERIL,LIMA,STR_LMA,6.95
23904,1,1,101,21093669,399.96,447.48,0,1,1,LLAVES DE IMPACTO,CHORRILLOS,STR_LMS,9.05
23905,1,1,101,21031696,1078.41,1193.58,1,0,7,SIERRAS,CHORRILLOS,STR_LMS,3.9
23906,1,1,101,21031698,181.8,198.0,0,0,8,SIERRAS,CHORRILLOS,STR_LMS,7.45
23907,1,1,103,21044361,597.4,632.2,0,0,12,LIJADORAS,LIMA,STR_LMA,6.85
23908,1,1,101,21010944,1496.82,1630.2,0,0,5,TALADROS Y DESARMADORES ELECTRICOS,CHORRILLOS,STR_LMS,4.2
23909,1,1,102,21010956,294.58,326.04,0,0,9,TALADROS Y DESARMADORES ELECTRICOS,AREQUIPA,STR_ARQ,8.1
23910,1,1,101,21031676,658.17,696.51,0,0,12,SIERRAS,CHORRILLOS,STR_LMS,8.75
23911,1,1,102,21101871,875.16,935.22,0,0,11,MOTORES ELECTRICOS,AREQUIPA,STR_ARQ,8.95
23912,1,1,102,21031713,874.14,976.98,0,0,6,SIERRAS,AREQUIPA,STR_ARQ,7.25
23913,1,1,103,21122142,7064.95,7974.3,0,0,2,GRUPOS ELECTROGENOS,LIMA,STR_LMA,1.9
23914,1,1,103,21061612,835.33,875.88,0,0,9,MARTILLOS ELECTRONEUMATICOS,LIMA,STR_LMA,6.7
23915,1,1,102,21072630,1536.12,1686.72,0,0,4,MOTOSIERRAS,AREQUIPA,STR_ARQ,3.75
23916,1,1,101,21010905,1426.12,1595.56,0,0,2,TALADROS Y DESARMADORES ELECTRICOS,CHORRILLOS,STR_LMS,3.9
23917,1,1,101,21093771,179.52,190.08,0,0,11,LLAVES DE IMPACTO,CHORRILLOS,STR_LMS,8.5
23918,1,1,103,21132706,2980.44,3272.64,0,0,3,REPUESTOS PARA EQUIPOS,LIMA,STR_LMA,2.2
23919,1,2,101,21072639,963.54,1058.94,0,0,2,MOTOSIERRAS,CHORRILLOS,STR_LMS,2.1
23920,1,2,101,21114009,1393.32,1516.26,0,0,3,MOTOBOMBAS,CHORRILLOS,STR_LMS,3.25
23921,1,2,101,21044341,102.0,110.0,0,0,4,LIJADORAS,CHORRILLOS,STR_LMS,4.85
23922,1,2,103,21132779,2099.79,2286.9,1,0,1,REPUESTOS PARA EQUIPOS,LIMA,STR_LMA,1.75
23923,1,2,103,21061623,1245.27,1341.99,0,0,6,MARTILLOS ELECTRONEUMATICOS,LIMA,STR_LMA,5.05
23924,1,2,102,21122135,6388.26,7014.56,0,0,2,GRUPOS ELECTROGENOS,AREQUIPA,STR_ARQ,2.35
23925,1,2,103,21101819,1272.6,1423.8,1,0,2,MOTORES ELECTRICOS,LIMA,STR_LMA,2.75
23926,1,2,103,21044348,537.32,579.88,0,0,9,LIJADORAS,LIMA,STR_LMA,7.4
23927,1,2,102,21093656,558.96,624.72,0,0,6,LLAVES DE IMPACTO,AREQUIPA,STR_ARQ,6.8
23928,1,2,103,21051908,464.6,519.8,0,0,9,COMPRESORAS,LIMA,STR_LMA,9.875
23929,1,2,101,21072633,1265.87,1339.61,0,0,2,MOTOSIERRAS,CHORRILLOS,STR_LMS,3.9
23930,1,2,101,21132807,2749.07,2962.59,0,1,3,REPUESTOS PARA EQUIPOS,CHORRILLOS,STR_LMS,3.2
23931,1,2,102,21061588,415.11,464.43,0,0,12,MARTILLOS ELECTRONEUMATICOS,AREQUIPA,STR_ARQ,8.5
23932,1,2,103,21093808,202.98,222.88,0,1,3,LLAVES DE IMPACTO,LIMA,STR_LMA,4.6
23933,1,2,102,21093736,188.49,197.64,0,0,14,LLAVES DE IMPACTO,AREQUIPA,STR_ARQ,10.1
23934,1,2,103,21093751,784.38,845.9,0,0,1,LLAVES DE IMPACTO,LIMA,STR_LMA,2.7
23935,1,2,101,21101899,500.82,545.01,0,0,14,MOTORES ELECTRICOS,CHORRILLOS,STR_LMS,8.85
23936,1,2,103,21072628,809.88,881.34,0,0,9,MOTOSIERRAS,LIMA,STR_LMA,6.9
23937,1,2,103,21072629,1414.19,1551.49,0,0,6,MOTOSIERRAS,LIMA,STR_LMA,4.85
23938,1,2,102,21051900,2728.01,2917.08,0,0,4,COMPRESORAS,AREQUIPA,STR_ARQ,3.7
23939,1,2,103,21011003,1792.14,1985.41,0,0,4,TALADROS Y DESARMADORES ELECTRICOS,LIMA,STR_LMA,4.2
23940,1,2,101,21093807,1162.87,1253.19,0,0,8,LLAVES DE IMPACTO,CHORRILLOS,STR_LMS,5.75
23941,1,2,103,21093727,739.32,790.56,0,0,2,LLAVES DE IMPACTO,LIMA,STR_LMA,5.0
23942,1,2,102,21061594,1501.74,1574.64,0,0,1,MARTILLOS ELECTRONEUMATICOS,AREQUIPA,STR_ARQ,2.4
23943,1,2,102,21021634,373.7,403.3,0,0,6,ESMERIL,AREQUIPA,STR_ARQ,6.6
23944,1,2,103,21093807,1140.29,1241.9,0,0,7,LLAVES DE IMPACTO,LIMA,STR_LMA,4.35
23945,1,2,101,21072628,817.82,873.4,0,0,9,MOTOSIERRAS,CHORRILLOS,STR_LMS,7.35
23946,1,2,103,21044350,216.24,233.2,0,0,9,LIJADORAS,LIMA,STR_LMA,7.15
23947,1,2,102,21114020,2175.36,2344.32,0,0,5,BOMBAS,AREQUIPA,STR_ARQ,4.1
23948,1,2,101,21122138,9064.74,9775.7,0,0,1,GRUPOS ELECTROGENOS,CHORRILLOS,STR_LMS,1.0
23949,1,2,101,21044346,399.96,451.44,0,0,6,LIJADORAS,CHORRILLOS,STR_LMS,6.85
23950,1,2,102,21072638,500.82,540.1,0,0,5,MOTOSIERRAS,AREQUIPA,STR_ARQ,5.85
23951,1,2,101,21051883,2525.52,2748.36,0,0,3,COMPRESORAS,CHORRILLOS,STR_LMS,3.1
23952,1,2,102,21101910,274.38,298.59,0,1,10,MOTORES ELECTRICOS,AREQUIPA,STR_ARQ,8.4
23953,1,2,101,21122145,8130.5,9096.5,0,0,1,GRUPOS ELECTROGENOS,CHORRILLOS,STR_LMS,1.0
23954,1,2,101,21021612,526.33,551.88,0,0,7,ESMERIL,CHORRILLOS,STR_LMS,7.6
23955,1,2,103,21089640,1642.85,1738.55,0,0,3,CORTADORAS DE CESPED,LIMA,STR_LMA,2.4
23956,1,2,102,21113946,2226.66,2379.47,0,1,2,ELECTROBOMBAS,AREQUIPA,STR_ARQ,2.55
23957,1,2,101,21072639,963.54,1030.32,0,0,7,MOTOSIERRAS,CHORRILLOS,STR_LMS,5.05
23958,1,2,103,21051974,1506.89,1594.67,0,0,5,COMPRESORAS,LIMA,STR_LMA,3.6
23959,1,2,103,21132492,278.46,303.03,0,0,11,REPUESTOS PARA EQUIPOS,LIMA,STR_LMA,5.75
23960,1,2,103,21101854,1290.59,1378.3,0,0,7,MOTORES ELECTRICOS,LIMA,STR_LMA,5.5
23961,1,2,102,21044358,547.96,590.52,0,0,11,LIJADORAS,AREQUIPA,STR_ARQ,8.05
23962,1,2,101,21114071,2857.02,3137.12,0,0,2,BOMBAS,CHORRILLOS,STR_LMS,2.3
23963,1,2,101,21061613,1880.88,2046.84,0,0,6,MARTILLOS ELECTRONEUMATICOS,CHORRILLOS,STR_LMS,4.95
23964,1,2,102,21051963,464.6,515.2,1,1,15,COMPRESORAS,AREQUIPA,STR_ARQ,8.2
23965,1,2,101,21031685,745.38,804.42,0,0,5,SIERRAS,CHORRILLOS,STR_LMS,6.55
23966,1,2,102,21031721,1622.25,1732.5,0,0,1,SIERRAS,AREQUIPA,STR_ARQ,2.75
23967,1,2,102,21093777,663.32,721.28,0,0,1,LLAVES DE IMPACTO,AREQUIPA,STR_ARQ,4.95
23968,1,2,101,21101894,1363.74,1524.18,0,0,5,MOTORES ELECTRICOS,CHORRILLOS,STR_LMS,2.85
23969,1,2,103,21061593,1660.56,1855.92,0,0,6,MARTILLOS ELECTRONEUMATICOS,LIMA,STR_LMA,3.1
23970,1,2,102,21021580,880.65,931.95,0,1,2,ESMERIL,AREQUIPA,STR_ARQ,4.6
23971,1,2,103,21093724,463.08,503.94,0,0,14,LLAVES DE IMPACTO,LIMA,STR_LMA,7.0
23972,1,2,103,21114122,2225.64,2400.2,0,0,1,BOMBAS,LIMA,STR_LMA,3.4
23973,1,2,103,21031707,391.4,418.0,0,1,15,SIERRAS,LIMA,STR_LMA,12.6
23974,1,2,103,21061601,744.6,832.2,0,0,8,MARTILLOS ELECTRONEUMATICOS,LIMA,STR_LMA,5.25
23975,1,2,101,21089645,1843.25,2025.75,0,0,2,CORTADORAS DE CESPED,CHORRILLOS,STR_LMS,5.4
23976,1,2,101,21101888,1348.27,1492.26,0,0,1,MOTORES ELECTRICOS,CHORRILLOS,STR_LMS,2.0
23977,1,2,103,21021505,509.04,554.4,0,0,10,ESMERIL,LIMA,STR_LMA,8.9
23978,1,2,103,21031721,1622.25,1795.5,0,0,5,SIERRAS,LIMA,STR_LMA,4.5
23979,1,2,103,21122140,3506.12,3846.52,0,0,1,GRUPOS ELECTROGENOS,LIMA,STR_LMA,1.3
23980,1,2,101,21072630,1551.18,1641.54,0,0,4,MOTOSIERRAS,CHORRILLOS,STR_LMS,3.65
23981,1,2,102,21044368,440.84,475.08,0,0,5,LIJADORAS,AREQUIPA,STR_ARQ,6.9
23982,1,2,101,21101830,1160.76,1274.56,0,0,4,MOTORES ELECTRICOS,CHORRILLOS,STR_LMS,3.8
23983,1,2,103,21010933,1317.84,1459.96,0,0,8,TALADROS Y DESARMADORES ELECTRICOS,LIMA,STR_LMA,6.65
23984,1,2,101,21132545,1342.09,1420.27,0,0,5,REPUESTOS PARA EQUIPOS,CHORRILLOS,STR_LMS,5.3
23985,1,2,101,21061605,1416.25,1526.25,0,0,1,MARTILLOS ELECTRONEUMATICOS,CHORRILLOS,STR_LMS,1.85
23986,1,2,101,21113986,619.14,661.63,0,0,11,MOTOBOMBAS,CHORRILLOS,STR_LMS,7.3
23987,1,2,101,21132529,3466.98,3803.58,0,0,3,REPUESTOS PARA EQUIPOS,CHORRILLOS,STR_LMS,2.85
23988,1,2,102,21051939,1369.9,1436.4,0,0,1,COMPRESORAS,AREQUIPA,STR_ARQ,1.75
23989,1,2,101,21089645,1879.75,2062.25,0,0,9,CORTADORAS DE CESPED,CHORRILLOS,STR_LMS,6.95
23990,1,2,101,21031677,259.56,274.68,0,0,6,SIERRAS,CHORRILLOS,STR_LMS,6.1
23991,1,2,103,21051977,2661.52,2945.76,0,0,2,COMPRESORAS,LIMA,STR_LMA,2.45
23992,1,2,103,21031661,862.54,973.56,0,0,2,SIERRAS,LIMA,STR_LMA,6.65
23993,1,2,103,21031671,1738.21,1858.68,0,0,1,SIERRAS,LIMA,STR_LMA,2.75
23994,1,2,102,21051966,661.26,731.88,0,0,11,COMPRESORAS,AREQUIPA,STR_ARQ,8.95
23995,1,2,103,21093779,197.76,215.04,0,0,4,LLAVES DE IMPACTO,LIMA,STR_LMA,4.8
23996,1,2,101,21031723,1355.58,1435.32,0,0,1,SIERRAS,CHORRILLOS,STR_LMS,2.0
23997,1,2,103,21122138,9153.61,10131.18,0,0,1,GRUPOS ELECTROGENOS,LIMA,STR_LMA,1.0
23998,1,2,101,21072638,500.82,530.28,0,0,14,MOTOSIERRAS,CHORRILLOS,STR_LMS,12.6
23999,1,2,102,21089645,1843.25,2062.25,0,0,2,CORTADORAS DE CESPED,AREQUIPA,STR_ARQ,5.45
24000,1,2,101,21122134,1997.17,2191.07,0,0,5,GENERADORES,CHORRILLOS,STR_LMS,4.35
24001,1,2,101,21044352,222.2,242.0,0,0,9,LIJADORAS,CHORRILLOS,STR_LMS,7.15
24002,1,2,103,21031677,254.52,284.76,0,0,1,SIERRAS,LIMA,STR_LMA,3.4
24003,1,2,103,21093768,1063.53,1179.36,0,0,8,LLAVES DE IMPACTO,LIMA,STR_LMA,6.35
24004,1,2,101,21132767,2187.9,2402.4,0,0,4,REPUESTOS PARA EQUIPOS,CHORRILLOS,STR_LMS,4.0
24005,1,2,103,21093671,1040.3,1122.7,1,0,2,LLAVES DE IMPACTO,LIMA,STR_LMA,2.7
24006,1,2,101,21011070,1133.22,1222.98,0,0,5,TALADROS Y DESARMADORES ELECTRICOS,CHORRILLOS,STR_LMS,4.3
24007,1,2,103,21061607,858.84,951.46,0,0,10,MARTILLOS ELECTRONEUMATICOS,LIMA,STR_LMA,7.9
24008,1,2,101,21072635,1184.22,1323.54,0,0,6,MOTOSIERRAS,CHORRILLOS,STR_LMS,5.0
24009,1,2,101,21122140,3472.08,3710.36,0,0,5,GRUPOS ELECTROGENOS,CHORRILLOS,STR_LMS,4.775
24010,1,2,103,21113984,431.46,477.99,0,0,1,MOTOBOMBAS,LIMA,STR_LMA,2.05
24011,1,2,102,21051898,1161.78,1230.12,0,0,8,COMPRESORAS,AREQUIPA,STR_ARQ,5.1
24012,1,2,103,21132574,2002.83,2201.13,0,1,5,REPUESTOS PARA EQUIPOS,LIMA,STR_LMA,4.4
24013,1,2,101,21114089,792.07,853.59,0,0,8,BOMBAS,CHORRILLOS,STR_LMS,7.45
24014,1,2,101,21093673,1052.66,1144.64,0,0,3,LLAVES DE IMPACTO,CHORRILLOS,STR_LMS,3.15
24015,1,2,102,21031713,865.57,951.27,0,0,5,SIERRAS,AREQUIPA,STR_ARQ,5.75
24016,1,2,101,21114108,2781.0,2997.0,0,0,5,BOMBAS,CHORRILLOS,STR_LMS,4.45
24017,1,2,103,21031665,1322.52,1450.92,0,0,3,SIERRAS,LIMA,STR_LMA,3.7
24018,1,2,102,21132563,3246.66,3501.3,0,0,3,REPUESTOS PARA EQUIPOS,AREQUIPA,STR_ARQ,2.75
24019,1,2,101,21061601,737.3,817.6,0,0,5,MARTILLOS ELECTRONEUMATICOS,CHORRILLOS,STR_LMS,4.35
24020,1,2,101,21101819,1272.6,1373.4,0,0,3,MOTORES ELECTRICOS,CHORRILLOS,STR_LMS,3.75
24021,1,2,102,21132546,507.79,547.23,0,0,3,REPUESTOS PARA EQUIPOS,AREQUIPA,STR_ARQ,3.9
24022,1,2,103,21021626,432.48,466.4,0,0,11,ESMERIL,LIMA,STR_LMA,9.8
24023,1,2,101,21061600,1728.11,1899.21,0,0,1,MARTILLOS ELECTRONEUMATICOS,CHORRILLOS,STR_LMS,1.5
24024,1,2,102,21114089,792.07,853.59,0,0,4,BOMBAS,AREQUIPA,STR_ARQ,4.5
24025,1,2,102,21122145,8291.5,9177.0,0,0,1,GRUPOS ELECTROGENOS,AREQUIPA,STR_ARQ,1.0
24026,1,2,101,21021520,686.46,733.57,0,0,11,ESMERIL,CHORRILLOS,STR_LMS,9.1
24027,1,2,103,21093784,829.15,885.5,1,0,6,LLAVES DE IMPACTO,LIMA,STR_LMA,6.8
24028,1,2,101,21021579,1075.65,1182.15,0,0,4,ESMERIL,CHORRILLOS,STR_LMS,4.75
24029,1,2,103,21101872,1749.97,1868.9,0,0,3,MOTORES ELECTRICOS,LIMA,STR_LMA,3.65
24030,1,2,102,21031660,188.7,207.2,0,0,13,SIERRAS,AREQUIPA,STR_ARQ,10.55
24031,1,2,101,21021617,627.3,664.2,0,0,1,ESMERIL,CHORRILLOS,STR_LMS,7.3
24032,1,2,101,21101902,669.12,708.48,0,0,10,MOTORES ELECTRICOS,CHORRILLOS,STR_LMS,8.2
24033,1,2,103,21031715,444.4,484.0,0,0,6,SIERRAS,LIMA,STR_LMA,7.55
24034,1,2,101,21044349,547.96,574.56,0,0,11,LIJADORAS,CHORRILLOS,STR_LMS,8.2
24035,1,2,103,21031673,1505.86,1608.2,0,0,2,SIERRAS,LIMA,STR_LMA,2.05
24036,1,2,101,21010938,1707.48,1824.66,0,0,2,TALADROS Y DESARMADORES ELECTRICOS,CHORRILLOS,STR_LMS,3.0
24037,1,2,101,21061617,1142.31,1232.79,0,0,5,MARTILLOS ELECTRONEUMATICOS,CHORRILLOS,STR_LMS,5.15
24038,1,2,103,21072639,973.08,1030.32,0,0,1,MOTOSIERRAS,LIMA,STR_LMA,5.25
24039,1,2,101,21114126,2987.0,3277.0,0,0,3,BOMBAS,CHORRILLOS,STR_LMS,2.55
24040,1,2,101,21044369,603.58,650.46,0,0,3,LIJADORAS,CHORRILLOS,STR_LMS,5.05
24041,1,2,103,21072624,697.91,787.74,0,0,11,MOTOSIERRAS,LIMA,STR_LMA,5.62
24042,1,2,103,21101906,885.36,972.16,0,0,3,MOTORES ELECTRICOS,LIMA,STR_LMA,8.3
24043,1,2,103,21093776,407.03,443.3,0,0,2,LLAVES DE IMPACTO,LIMA,STR_LMA,8.95
24044,1,2,103,21113939,1238.06,1298.16,0,0,2,ELECTROBOMBAS,LIMA,STR_LMA,3.15
24045,1,2,101,21021618,338.35,361.8,0,0,3,ESMERIL,CHORRILLOS,STR_LMS,4.6
24046,1,2,103,21113963,886.83,955.71,0,0,7,ELECTROBOMBAS,LIMA,STR_LMA,7.85
24047,1,2,103,21044363,262.65,288.15,0,0,7,LIJADORAS,LIMA,STR_LMA,5.75
24048,1,2,103,21021576,794.13,832.68,0,0,10,ESMERIL,LIMA,STR_LMA,7.85
24049,1,2,103,21072632,1715.99,1851.91,0,0,4,MOTOSIERRAS,LIMA,STR_LMA,4.05
24050,1,2,103,21051959,914.05,977.4,0,0,14,COMPRESORAS,LIMA,STR_LMA,9.4
24051,1,2,103,21021513,885.36,972.16,0,0,6,ESMERIL,LIMA,STR_LMA,7.15
24052,1,2,101,21093661,1192.74,1273.8,0,0,2,LLAVES DE IMPACTO,CHORRILLOS,STR_LMS,2.8
24053,1,2,101,21072638,505.73,559.74,0,0,10,MOTOSIERRAS,CHORRILLOS,STR_LMS,8.05
24054,1,2,101,21021608,658.92,717.06,0,0,5,ESMERIL,CHORRILLOS,STR_LMS,6.65
24055,1,2,103,21114007,926.17,1008.7,0,0,6,MOTOBOMBAS,LIMA,STR_LMA,6.1
24056,1,2,103,21132560,275.73,294.84,0,0,4,REPUESTOS PARA EQUIPOS,LIMA,STR_LMA,5.0
24057,1,2,103,21011166,1053.69,1145.76,0,0,1,ACCESORIOS,LIMA,STR_LMA,3.25
24058,1,2,102,21044366,457.98,493.9,0,0,11,LIJADORAS,AREQUIPA,STR_ARQ,8.6
24059,1,2,103,21132337,1162.8,1231.2,0,0,7,REPUESTOS PARA EQUIPOS,LIMA,STR_LMA,5.7
24060,1,2,102,21114069,624.24,685.44,0,0,1,BOMBAS,AREQUIPA,STR_ARQ,3.2
24061,1,2,101,21061603,1344.36,1476.16,0,0,2,MARTILLOS ELECTRONEUMATICOS,CHORRILLOS,STR_LMS,2.15
24062,1,2,101,21072633,1265.87,1388.77,0,0,7,MOTOSIERRAS,CHORRILLOS,STR_LMS,5.5
24063,1,2,101,21021663,1012.02,1112.22,0,0,7,ESMERIL,CHORRILLOS,STR_LMS,5.9
24064,1,2,102,21011057,650.96,682.56,0,0,2,TALADROS Y DESARMADORES ELECTRICOS,AREQUIPA,STR_ARQ,4.9
24065,1,2,103,21089645,1843.25,1989.25,0,0,7,CORTADORAS DE CESPED,LIMA,STR_LMA,5.6
24066,1,2,103,21072631,1641.25,1852.5,0,0,3,MOTOSIERRAS,LIMA,STR_LMA,4.05
24067,1,2,101,21072630,1551.18,1671.66,0,0,5,MOTOSIERRAS,CHORRILLOS,STR_LMS,3.8
24068,1,2,102,21072636,696.9,786.6,0,1,10,MOTOSIERRAS,AREQUIPA,STR_ARQ,6.4
24069,1,2,101,21132731,3465.96,3839.74,0,1,4,REPUESTOS PARA EQUIPOS,CHORRILLOS,STR_LMS,2.75
24070,1,2,101,21021652,465.12,510.72,0,0,14,ESMERIL,CHORRILLOS,STR_LMS,7.2
24071,1,2,103,21011054,603.84,668.96,0,0,9,TALADROS Y DESARMADORES ELECTRICOS,LIMA,STR_LMA,7.65
24072,1,2,103,21114048,1723.06,1927.78,0,0,4,BOMBAS,LIMA,STR_LMA,3.9
24073,1,2,101,21072639,963.54,1039.86,0,0,8,MOTOSIERRAS,CHORRILLOS,STR_LMS,5.883333333333333
24074,1,2,103,21122145,8130.5,8694.0,0,0,1,GRUPOS ELECTROGENOS,LIMA,STR_LMA,1.025
24075,1,2,102,21089643,752.93,804.1,0,0,5,CORTADORAS DE CESPED,AREQUIPA,STR_ARQ,4.75
24076,1,2,101,21031701,933.3,1033.95,0,0,3,SIERRAS,CHORRILLOS,STR_LMS,4.1
24077,1,2,101,21101829,1275.14,1386.56,0,0,7,MOTORES ELECTRICOS,CHORRILLOS,STR_LMS,4.95
24078,1,2,101,21031708,1433.76,1559.04,0,0,1,SIERRAS,CHORRILLOS,STR_LMS,3.45
24079,1,2,101,21051901,2768.41,2960.28,0,0,4,COMPRESORAS,CHORRILLOS,STR_LMS,2.95
24080,1,2,103,21132516,2356.2,2494.8,0,0,2,REPUESTOS PARA EQUIPOS,LIMA,STR_LMA,2.7
24081,1,2,101,21122142,7064.95,7904.35,0,0,1,GRUPOS ELECTROGENOS,CHORRILLOS,STR_LMS,1.2
24082,1,2,101,21061616,1996.77,2174.7,0,0,4,MARTILLOS ELECTRONEUMATICOS,CHORRILLOS,STR_LMS,3.85
24083,1,2,101,21051904,825.18,914.17,0,0,4,COMPRESORAS,CHORRILLOS,STR_LMS,5.25
24084,1,2,101,21031688,688.5,749.25,1,0,12,SIERRAS,CHORRILLOS,STR_LMS,8.8
24085,1,2,103,21122139,4490.8,4970.4,0,0,2,GRUPOS ELECTROGENOS,LIMA,STR_LMA,1.75
24086,1,2,103,21011013,1693.2,1892.4,0,0,3,TALADROS Y DESARMADORES ELECTRICOS,LIMA,STR_LMA,3.1
24087,1,2,103,21093695,1090.8,1231.2,0,0,1,LLAVES DE IMPACTO,LIMA,STR_LMA,2.2
24088,1,2,103,21072630,1551.18,1701.78,0,0,1,MOTOSIERRAS,LIMA,STR_LMA,2.35
