id,month,week,storage_id,product_id,base_price,checkout_price,social_media_promotion,homepage_featured,num_orders
0023892,1,1,103,21122137,2104.29,2329.02,0,0,4
0023893,1,1,103,21061613,1862.44,2083.72,0,0,3
0023894,1,1,103,21051917,1003.68,1111.92,0,0,6
0023895,1,1,103,21044365,101,111,0,0,4
0023896,1,1,103,21051897,2342.94,2572.64,0,0,1
0023897,1,1,103,21044348,537.32,601.16,0,0,8
0023898,1,1,101,21072627,1298.46,1451.22,0,0,7
0023899,1,1,101,21101815,276.74,301.4,0,0,6
0023900,1,1,103,21101828,1690.14,1822.7,0,0,6
0023901,1,1,103,21051925,2781,3051,0,0,3
0023902,1,1,103,21021549,747.66,820.96,0,0,9
0023903,1,1,103,21021560,748.81,814.24,1,0,9
0023904,1,1,101,21093669,399.96,447.48,0,1,1
0023905,1,1,101,21031696,1078.41,1193.58,1,0,7
0023906,1,1,101,21031698,181.8,198,0,0,8
0023907,1,1,103,21044361,597.4,632.2,0,0,12
0023908,1,1,101,21010944,1496.82,1630.2,0,0,5
0023909,1,1,102,21010956,294.58,326.04,0,0,9
0023910,1,1,101,21031676,658.17,696.51,0,0,12
0023911,1,1,102,21101871,875.16,935.22,0,0,11
0023912,1,1,102,21031713,874.14,976.98,0,0,6
0023913,1,1,103,21122142,7064.95,7974.3,0,0,2
0023914,1,1,103,21061612,835.33,875.88,0,0,9
0023915,1,1,102,21072630,1536.12,1686.72,0,0,4
0023916,1,1,101,21010905,1426.12,1595.56,0,0,2
0023917,1,1,101,21093771,179.52,190.08,0,0,11
0023918,1,1,103,21132706,2980.44,3272.64,0,0,3
0023919,1,2,101,21072639,963.54,1058.94,0,0,2
0023920,1,2,101,21114009,1393.32,1516.26,0,0,3
0023921,1,2,101,21044341,102,110,0,0,4
0023922,1,2,103,21132779,2099.79,2286.9,1,0,1
0023923,1,2,103,21061623,1245.27,1341.99,0,0,6
0023924,1,2,102,21122135,6388.26,7014.56,0,0,2
0023925,1,2,103,21101819,1272.6,1423.8,1,0,2
0023926,1,2,103,21044348,537.32,579.88,0,0,9
0023927,1,2,102,21093656,558.96,624.72,0,0,6
0023928,1,2,103,21051908,464.6,519.8,0,0,9
0023929,1,2,101,21072633,1265.87,1339.61,0,0,2
0023930,1,2,101,21132807,2749.07,2962.59,0,1,3
0023931,1,2,102,21061588,415.11,464.43,0,0,12
0023932,1,2,103,21093808,202.98,222.88,0,1,3
0023933,1,2,102,21093736,188.49,197.64,0,0,14
0023934,1,2,103,21093751,784.38,845.9,0,0,1
0023935,1,2,101,21101899,500.82,545.01,0,0,14
0023936,1,2,103,21072628,809.88,881.34,0,0,9
0023937,1,2,103,21072629,1414.19,1551.49,0,0,6
0023938,1,2,102,21051900,2728.01,2917.08,0,0,4
0023939,1,2,103,21011003,1792.14,1985.41,0,0,4
0023940,1,2,101,21093807,1162.87,1253.19,0,0,8
0023941,1,2,103,21093727,739.32,790.56,0,0,2
0023942,1,2,102,21061594,1501.74,1574.64,0,0,1
0023943,1,2,102,21021634,373.7,403.3,0,0,6
0023944,1,2,103,21093807,1140.29,1241.9,0,0,7
0023945,1,2,101,21072628,817.82,873.4,0,0,9
0023946,1,2,103,21044350,216.24,233.2,0,0,9
0023947,1,2,102,21114020,2175.36,2344.32,0,0,5
0023948,1,2,101,21122138,9064.74,9775.7,0,0,1
0023949,1,2,101,21044346,399.96,451.44,0,0,6
0023950,1,2,102,21072638,500.82,540.1,0,0,5
0023951,1,2,101,21051883,2525.52,2748.36,0,0,3
0023952,1,2,102,21101910,274.38,298.59,0,1,10
0023953,1,2,101,21122145,8130.5,9096.5,0,0,1
0023954,1,2,101,21021612,526.33,551.88,0,0,7
0023955,1,2,103,21089640,1642.85,1738.55,0,0,3
0023956,1,2,102,21113946,2226.66,2379.47,0,1,2
0023957,1,2,101,21072639,963.54,1030.32,0,0,7
0023958,1,2,103,21051974,1506.89,1594.67,0,0,5
0023959,1,2,103,21132492,278.46,303.03,0,0,11
0023960,1,2,103,21101854,1290.59,1378.3,0,0,7
0023961,1,2,102,21044358,547.96,590.52,0,0,11
0023962,1,2,101,21114071,2857.02,3137.12,0,0,2
0023963,1,2,101,21061613,1880.88,2046.84,0,0,6
0023964,1,2,102,21051963,464.6,515.2,1,1,15
0023965,1,2,101,21031685,745.38,804.42,0,0,5
0023966,1,2,102,21031721,1622.25,1732.5,0,0,1
0023967,1,2,102,21093777,663.32,721.28,0,0,1
0023968,1,2,101,21101894,1363.74,1524.18,0,0,5
0023969,1,2,103,21061593,1660.56,1855.92,0,0,6
0023970,1,2,102,21021580,880.65,931.95,0,1,2
0023971,1,2,103,21093724,463.08,503.94,0,0,14
0023972,1,2,103,21114122,2225.64,2400.2,0,0,1
0023973,1,2,103,21031707,391.4,418,0,1,15
0023974,1,2,103,21061601,744.6,832.2,0,0,8
0023975,1,2,101,21089645,1843.25,2025.75,0,0,2
0023976,1,2,101,21101888,1348.27,1492.26,0,0,1
0023977,1,2,103,21021505,509.04,554.4,0,0,10
0023978,1,2,103,21031721,1622.25,1795.5,0,0,5
0023979,1,2,103,21122140,3506.12,3846.52,0,0,1
0023980,1,2,101,21072630,1551.18,1641.54,0,0,4
0023981,1,2,102,21044368,440.84,475.08,0,0,5
0023982,1,2,101,21101830,1160.76,1274.56,0,0,4
0023983,1,2,103,21010933,1317.84,1459.96,0,0,8
0023984,1,2,101,21132545,1342.09,1420.27,0,0,5
0023985,1,2,101,21061605,1416.25,1526.25,0,0,1
0023986,1,2,101,21113986,619.14,661.63,0,0,11
0023987,1,2,101,21132529,3466.98,3803.58,0,0,3
0023988,1,2,102,21051939,1369.9,1436.4,0,0,1
0023989,1,2,101,21089645,1879.75,2062.25,0,0,9
0023990,1,2,101,21031677,259.56,274.68,0,0,6
0023991,1,2,103,21051977,2661.52,2945.76,0,0,2
0023992,1,2,103,21031661,862.54,973.56,0,0,2
0023993,1,2,103,21031671,1738.21,1858.68,0,0,1
0023994,1,2,102,21051966,661.26,731.88,0,0,11
0023995,1,2,103,21093779,197.76,215.04,0,0,4
0023996,1,2,101,21031723,1355.58,1435.32,0,0,1
0023997,1,2,103,21122138,9153.61,10131.18,0,0,1
0023998,1,2,101,21072638,500.82,530.28,0,0,14
0023999,1,2,102,21089645,1843.25,2062.25,0,0,2
0024000,1,2,101,21122134,1997.17,2191.07,0,0,5
0024001,1,2,101,21044352,222.2,242,0,0,9
0024002,1,2,103,21031677,254.52,284.76,0,0,1
0024003,1,2,103,21093768,1063.53,1179.36,0,0,8
0024004,1,2,101,21132767,2187.9,2402.4,0,0,4
0024005,1,2,103,21093671,1040.3,1122.7,1,0,2
0024006,1,2,101,21011070,1133.22,1222.98,0,0,5
0024007,1,2,103,21061607,858.84,951.46,0,0,10
0024008,1,2,101,21072635,1184.22,1323.54,0,0,6
0024009,1,2,101,21122140,3472.08,3710.36,0,0,5
0024010,1,2,103,21113984,431.46,477.99,0,0,1
0024011,1,2,102,21051898,1161.78,1230.12,0,0,8
0024012,1,2,103,21132574,2002.83,2201.13,0,1,5
0024013,1,2,101,21114089,792.07,853.59,0,0,8
0024014,1,2,101,21093673,1052.66,1144.64,0,0,3
0024015,1,2,102,21031713,865.57,951.27,0,0,5
0024016,1,2,101,21114108,2781,2997,0,0,5
0024017,1,2,103,21031665,1322.52,1450.92,0,0,3
0024018,1,2,102,21132563,3246.66,3501.3,0,0,3
0024019,1,2,101,21061601,737.3,817.6,0,0,5
0024020,1,2,101,21101819,1272.6,1373.4,0,0,3
0024021,1,2,102,21132546,507.79,547.23,0,0,3
0024022,1,2,103,21021626,432.48,466.4,0,0,11
0024023,1,2,101,21061600,1728.11,1899.21,0,0,1
0024024,1,2,102,21114089,792.07,853.59,0,0,4
0024025,1,2,102,21122145,8291.5,9177,0,0,1
0024026,1,2,101,21021520,686.46,733.57,0,0,11
0024027,1,2,103,21093784,829.15,885.5,1,0,6
0024028,1,2,101,21021579,1075.65,1182.15,0,0,4
0024029,1,2,103,21101872,1749.97,1868.9,0,0,3
0024030,1,2,102,21031660,188.7,207.2,0,0,13
0024031,1,2,101,21021617,627.3,664.2,0,0,1
0024032,1,2,101,21101902,669.12,708.48,0,0,10
0024033,1,2,103,21031715,444.4,484,0,0,6
0024034,1,2,101,21044349,547.96,574.56,0,0,11
0024035,1,2,103,21031673,1505.86,1608.2,0,0,2
0024036,1,2,101,21010938,1707.48,1824.66,0,0,2
0024037,1,2,101,21061617,1142.31,1232.79,0,0,5
0024038,1,2,103,21072639,973.08,1030.32,0,0,1
0024039,1,2,101,21114126,2987,3277,0,0,3
0024040,1,2,101,21044369,603.58,650.46,0,0,3
0024041,1,2,103,21072624,697.91,787.74,0,0,11
0024042,1,2,103,21101906,885.36,972.16,0,0,3
0024043,1,2,103,21093776,407.03,443.3,0,0,2
0024044,1,2,103,21113939,1238.06,1298.16,0,0,2
0024045,1,2,101,21021618,338.35,361.8,0,0,3
0024046,1,2,103,21113963,886.83,955.71,0,0,7
0024047,1,2,103,21044363,262.65,288.15,0,0,7
0024048,1,2,103,21021576,794.13,832.68,0,0,10
0024049,1,2,103,21072632,1715.99,1851.91,0,0,4
0024050,1,2,103,21051959,914.05,977.4,0,0,14
0024051,1,2,103,21021513,885.36,972.16,0,0,6
0024052,1,2,101,21093661,1192.74,1273.8,0,0,2
0024053,1,2,101,21072638,505.73,559.74,0,0,10
0024054,1,2,101,21021608,658.92,717.06,0,0,5
0024055,1,2,103,21114007,926.17,1008.7,0,0,6
0024056,1,2,103,21132560,275.73,294.84,0,0,4
0024057,1,2,103,21011166,1053.69,1145.76,0,0,1
0024058,1,2,102,21044366,457.98,493.9,0,0,11
0024059,1,2,103,21132337,1162.8,1231.2,0,0,7
0024060,1,2,102,21114069,624.24,685.44,0,0,1
0024061,1,2,101,21061603,1344.36,1476.16,0,0,2
0024062,1,2,101,21072633,1265.87,1388.77,0,0,7
0024063,1,2,101,21021663,1012.02,1112.22,0,0,7
0024064,1,2,102,21011057,650.96,682.56,0,0,2
0024065,1,2,103,21089645,1843.25,1989.25,0,0,7
0024066,1,2,103,21072631,1641.25,1852.5,0,0,3
0024067,1,2,101,21072630,1551.18,1671.66,0,0,5
0024068,1,2,102,21072636,696.9,786.6,0,1,10
0024069,1,2,101,21132731,3465.96,3839.74,0,1,4
0024070,1,2,101,21021652,465.12,510.72,0,0,14
0024071,1,2,103,21011054,603.84,668.96,0,0,9
0024072,1,2,103,21114048,1723.06,1927.78,0,0,4
0024073,1,2,101,21072639,963.54,1039.86,0,0,8
0024074,1,2,103,21122145,8130.5,8694,0,0,1
0024075,1,2,102,21089643,752.93,804.1,0,0,5
0024076,1,2,101,21031701,933.3,1033.95,0,0,3
0024077,1,2,101,21101829,1275.14,1386.56,0,0,7
0024078,1,2,101,21031708,1433.76,1559.04,0,0,1
0024079,1,2,101,21051901,2768.41,2960.28,0,0,4
0024080,1,2,103,21132516,2356.2,2494.8,0,0,2
0024081,1,2,101,21122142,7064.95,7904.35,0,0,1
0024082,1,2,101,21061616,1996.77,2174.7,0,0,4
0024083,1,2,101,21051904,825.18,914.17,0,0,4
0024084,1,2,101,21031688,688.5,749.25,1,0,12
0024085,1,2,103,21122139,4490.8,4970.4,0,0,2
0024086,1,2,103,21011013,1693.2,1892.4,0,0,3
0024087,1,2,103,21093695,1090.8,1231.2,0,0,1
0024088,1,2,103,21072630,1551.18,1701.78,0,0,1
0024089,1,3,103,21044366,462.47,502.88,0,0,5
0024090,1,3,101,21122131,2761.34,3089.42,0,0,1
0024091,1,3,103,21093755,163.2,180.8,0,0,3
0024092,1,3,102,21061599,1044.42,1145.82,0,0,4
0024093,1,3,102,21132491,2909.04,3194.24,0,0,1
0024094,1,3,103,21113960,1842.24,2006.4,0,0,9
0024095,1,3,101,21072625,1227.15,1336.5,0,0,5
0024096,1,3,101,21093720,727.26,812.82,0,0,4
0024097,1,3,102,21093662,1045.5,1137.75,0,0,2
0024098,1,3,102,21051962,588.83,652.96,0,0,6
0024099,1,3,101,21051976,1414.19,1496.57,0,0,4
0024100,1,3,101,21072630,1551.18,1641.54,0,0,1
0024101,1,3,103,21061601,751.9,788.4,0,0,11
0024102,1,3,103,21093661,1169.58,1250.64,0,0,7
0024103,1,3,102,21011046,438.34,481.74,0,0,1
0024104,1,3,102,21114098,3042.62,3308.48,0,0,1
0024105,1,3,101,21051933,2350.27,2536.43,0,0,5
0024106,1,3,103,21122136,4654.57,4970.9,0,0,2
0024107,1,3,103,21072630,1551.18,1656.6,0,0,2
0024108,1,3,102,21101910,277.07,290.52,0,0,1
0024109,1,3,102,21122136,4609.38,5106.47,0,0,3
0024110,1,3,102,21122144,7824.47,8366.76,0,0,1
0024111,1,3,101,21093734,715.02,778.11,0,0,4
0024112,1,3,102,21101829,1250.38,1411.32,0,0,4
0024113,1,3,101,21010957,1372.99,1439.64,0,0,1
0024114,1,3,101,21051875,1237.25,1347.5,0,0,2
0024115,1,3,103,21044356,287.64,307.38,0,0,2
0024116,1,3,102,21031667,1451.46,1579.53,0,0,3
0024117,1,3,101,21031689,724.09,787.36,0,1,5
0024118,1,3,102,21051909,2822.2,3014,0,0,5
0024119,1,3,101,21021625,340.37,380.81,0,0,11
0024120,1,3,101,21044351,442.9,477.3,0,0,11
0024121,1,3,102,21061611,1551.42,1642.68,0,0,1
0024122,1,3,103,21122134,1977.78,2132.9,0,0,2
0024123,1,3,101,21122132,1783.96,1922.52,0,0,1
0024124,1,3,102,21051871,2486.76,2754.94,0,0,4
0024125,1,3,102,21010916,1584.69,1710.21,0,0,2
0024126,1,3,103,21010884,640.34,710.08,0,0,3
0024127,1,3,101,21021613,657.51,742.14,0,0,9
0024128,1,3,101,21061595,1201.9,1320.9,0,0,1
0024129,1,3,102,21132391,3245.13,3662.82,0,0,3
0024130,1,3,102,21031704,1742.25,1863,0,0,5
0024131,1,3,103,21122132,1749.32,1957.16,0,0,1
0024132,1,3,102,21010934,886.83,947.1,0,0,5
0024133,1,4,103,21011164,1246.34,1357.4,0,0,7
0024134,1,4,101,21093776,407.03,435.24,0,0,11
0024135,1,4,103,21072631,1641.25,1755,0,0,6
0024136,1,4,103,21101875,1179.12,1317.84,0,0,3
0024137,1,4,101,21061593,1676.84,1823.36,0,0,1
0024138,1,4,103,21010893,214.24,224.64,0,0,6
0024139,1,4,102,21072626,1449.42,1619.94,0,0,5
0024140,1,4,103,21113987,1222.98,1342.88,1,0,4
0024141,1,4,101,21061598,949.66,1051.08,0,0,4
0024142,1,4,102,21122132,1749.32,1905.2,1,0,6
0024143,1,4,103,21072624,704.82,760.1,0,0,2
0024144,1,4,101,21072636,710.7,745.2,0,0,11
0024145,1,4,101,21114103,2577.52,2909.28,0,1,4
0024146,1,4,103,21021604,579.74,648.62,0,0,3
0024147,1,4,101,21031705,1495.81,1658.72,0,0,6
0024148,1,4,102,21089643,752.93,826.03,0,0,10
0024149,1,4,103,21010915,601.52,659.92,0,0,8
0024150,1,4,103,21010908,249.26,273.46,0,0,13
0024151,1,4,103,21101875,1190.68,1260.04,0,0,3
0024152,1,4,101,21122135,6325.63,6951.93,0,0,1
0024153,1,4,102,21113925,2405.82,2715.48,0,0,3
0024154,1,4,101,21021621,641.35,692.15,0,0,4
0024155,1,4,101,21061593,1660.56,1839.64,0,0,3
0024156,1,4,103,21114021,713.79,769.23,0,0,3
0024157,1,4,103,21044340,402.73,434.01,0,0,15
0024158,1,4,103,21021534,903.72,1001.18,0,0,1
0024159,1,4,103,21072634,590.58,654.27,0,0,4
0024160,1,4,103,21089644,471.67,532.38,0,0,5
0024161,1,4,102,21132494,1744.27,1934.24,0,0,5
0024162,1,4,103,21051883,2525.52,2797.88,0,0,4
0024163,1,4,101,21132658,3529.81,3838.24,0,0,1
0024164,1,4,103,21114049,1994.08,2168.32,0,0,3
0024165,1,4,101,21122130,7597.22,8575.08,0,0,1
0024166,1,4,102,21122138,9064.74,9775.7,0,0,1
0024167,1,4,101,21044364,566.5,616,0,0,9
0024168,1,4,102,21031708,1433.76,1517.28,1,0,4
0024169,1,4,103,21061610,2022.02,2202.2,0,0,4
0024170,1,4,101,21122139,4447.2,4752.4,0,0,4
0024171,1,4,103,21101896,601.52,654.08,0,0,2
0024172,1,4,103,21093724,458.54,503.94,0,0,7
0024173,1,4,101,21114021,706.86,762.3,0,0,6
0024174,1,4,103,21072626,1463.63,1563.1,0,0,1
0024175,1,4,103,21132162,3297.03,3649.14,0,0,3
0024176,1,4,101,21093672,284.82,310.2,0,0,3
0024177,1,4,101,21114098,3042.62,3338.02,0,0,1
0024178,1,4,103,21132528,1085.28,1170.4,0,0,3
0024179,1,4,102,21072638,495.91,535.19,0,0,8
0024180,1,4,103,21089643,738.31,796.79,0,0,1
0024181,1,4,101,21031712,476.89,523.19,0,0,8
0024182,1,4,102,21101890,1668.72,1815.96,0,0,1
0024183,1,4,103,21044341,102,111,1,0,8
0024184,1,4,101,21031702,1187.76,1305.36,0,0,6
0024185,1,4,101,21093685,1162.51,1254.59,0,0,6
0024186,1,4,103,21051934,2564.7,2689.2,0,0,4
0024187,1,4,103,21031693,1608.54,1703.16,0,0,6
0024188,1,4,103,21101855,847.62,897.48,0,0,11
0024189,1,4,101,21132708,847.39,931.29,0,0,10
0024190,1,4,101,21101877,721,763,0,0,9
0024191,1,4,101,21072635,1195.83,1300.32,0,0,5
0024192,1,4,102,21031706,889.92,967.68,0,0,3
0024193,1,4,101,21101876,1044.42,1095.12,0,0,1
0024194,1,4,103,21021524,448.8,484,0,0,2
0024195,1,4,103,21101887,1788.06,1928.3,0,0,2
0024196,1,4,102,21051914,435.31,482.72,0,0,11
0024197,1,4,101,21122137,2063.43,2206.44,0,0,3
0024198,1,4,103,21113929,2233.11,2520.54,0,0,1
0024199,1,4,101,21051918,337.34,377.42,0,0,3
0024200,1,4,102,21044352,222.2,237.6,0,0,2
0024201,1,4,103,21044348,547.96,595.84,0,0,1
0024202,2,5,102,21021622,479.75,513,0,0,3
0024203,2,5,102,21061618,736.45,807.95,0,0,3
0024204,2,5,103,21089642,2136.9,2262.6,0,0,3
0024205,2,5,103,21011145,1087.68,1151.04,0,0,2
0024206,2,5,101,21093675,597.4,626.4,0,0,4
0024207,2,5,103,21132557,2016.54,2194.47,0,0,3
0024208,2,5,103,21122132,1783.96,1957.16,0,0,1
0024209,2,5,102,21031681,217.26,240.69,0,0,4
0024210,2,5,103,21044364,566.5,599.5,0,0,10
0024211,2,5,102,21089645,1879.75,2044,0,0,7
0024212,2,5,103,21113998,2462.73,2677.92,0,0,1
0024213,2,5,103,21089641,2079.57,2180.52,0,0,5
0024214,2,5,102,21021670,402.73,426.19,0,0,13
0024215,2,5,103,21010901,246.44,273.28,0,0,14
0024216,2,5,101,21044358,537.32,590.52,1,0,1
0024217,2,5,103,21122135,6388.26,6889.3,0,0,1
0024218,2,5,101,21031680,493.68,537.24,0,0,10
0024219,2,5,102,21021586,302.94,323.73,0,0,9
0024220,2,5,101,21089643,738.31,796.79,0,0,10
0024221,2,5,101,21101860,604.99,646.92,0,1,10
0024222,2,5,103,21051975,1808.91,1988.01,0,0,10
0024223,2,5,103,21093674,167.89,176.04,0,0,14
0024224,2,5,102,21101881,612.06,654.48,0,0,5
0024225,2,5,101,21010994,1663.62,1843.03,0,0,6
0024226,2,5,103,21021576,778.71,878.94,0,0,9
0024227,2,5,103,21021520,693.19,753.76,0,0,3
0024228,2,5,101,21061607,867.26,909.36,0,0,3
0024229,2,5,101,21061600,1728.11,1899.21,0,0,1
0024230,2,5,101,21122131,2816.02,3034.74,0,0,1
0024231,2,5,102,21072635,1184.22,1288.71,0,0,6
0024232,2,5,103,21089644,476.34,509.03,0,0,11
0024233,2,5,103,21011008,757.5,855,0,0,10
0024234,2,5,103,21089640,1626.9,1818.3,0,0,4
0024235,2,5,102,21061599,1034.28,1125.54,0,0,8
0024236,2,5,102,21031661,879.62,939.4,0,0,11
0024237,2,5,103,21122132,1766.64,1939.84,0,0,5
0024238,2,5,103,21044350,216.24,237.44,0,0,12
0024239,2,5,103,21010930,1757.46,1895.3,0,0,4
0024240,2,5,101,21072625,1227.15,1360.8,0,0,3
0024241,2,5,101,21089644,481.01,518.37,0,0,13
0024242,2,5,102,21044361,591.6,661.2,0,0,9
0024243,2,5,102,21093783,902.94,983.4,0,1,2
0024244,2,5,103,21093756,531.26,573.34,0,0,2
0024245,2,5,102,21031656,337.34,360.72,0,0,12
0024246,2,5,101,21132603,2373.5,2608.5,0,0,3
0024247,2,5,102,21051886,618.12,679.32,0,0,1
0024248,2,5,103,21044356,284.82,310.2,0,0,11
0024249,2,5,101,21114015,2973.3,3177.35,0,0,2
0024250,2,5,101,21044350,218.36,228.96,0,0,12
0024251,2,5,101,21031684,727.26,805.69,0,0,9
0024252,2,5,101,21031680,498.52,537.24,0,0,6
0024253,2,5,102,21061613,1862.44,2083.72,0,0,1
0024254,2,5,102,21089641,2079.57,2281.47,1,0,2
0024255,2,5,103,21101839,879.62,947.94,0,0,7
0024256,2,5,101,21101885,1187.28,1315.32,0,0,2
0024257,2,5,103,21114054,1264.84,1363.08,0,0,3
0024258,2,5,103,21122140,3506.12,3846.52,0,0,3
0024259,2,5,102,21021546,304.88,337.44,0,0,14
0024260,2,5,102,21051896,2641.95,2795.85,0,0,1
0024261,2,5,102,21114119,819.88,867.64,0,0,6
0024262,2,5,101,21072631,1641.25,1771.25,0,0,5
0024263,2,5,103,21114016,802.37,888.06,0,0,1
0024264,2,5,101,21010916,1584.69,1694.52,0,0,2
0024265,2,5,103,21021679,591.86,656.32,0,0,9
0024266,2,5,101,21011149,771.64,863.32,0,0,2
0024267,2,5,102,21010938,1707.48,1874.88,0,0,5
0024268,2,6,101,21051924,1329.06,1485.42,0,0,8
0024269,2,6,102,21114100,1775.82,1880.28,0,0,3
0024270,2,6,101,21072639,963.54,1068.48,0,0,2
0024271,2,6,103,21132440,2463.3,2632.35,0,0,1
0024272,2,6,103,21093646,587.52,622.08,0,0,9
0024273,2,6,101,21010899,1170.96,1308.72,0,0,8
0024274,2,6,102,21072628,801.94,905.16,0,0,8
0024275,2,6,102,21044367,269.86,290.82,0,0,12
0024276,2,6,103,21101880,1443.03,1541.1,0,0,2
0024277,2,6,101,21122139,4447.2,4839.6,0,0,4
0024278,2,6,102,21011100,496.92,541.2,0,0,7
0024279,2,6,102,21093778,942.48,1034.88,0,0,3
0024280,2,6,103,21113923,1322.09,1426.81,0,0,8
0024281,2,6,103,21044364,566.5,627,0,0,9
0024282,2,6,103,21021652,465.12,501.6,0,0,4
0024283,2,6,103,21031708,1419.84,1545.12,0,0,4
0024284,2,6,101,21101849,1028.18,1160.52,0,1,6
0024285,2,6,102,21051913,1860.48,2042.88,0,0,1
0024286,2,6,101,21011063,1150.51,1239.87,0,0,5
0024287,2,6,101,21114015,2973.3,3323.1,0,0,4
0024288,2,6,101,21061618,736.45,800.8,0,0,11
0024289,2,6,101,21122139,4403.6,4970.4,0,0,1
0024290,2,6,103,21021622,489.25,517.75,0,0,5
0024291,2,6,103,21021559,288.4,302.4,0,0,12
0024292,2,6,102,21132499,1398.74,1480.22,0,0,2
0024293,2,6,103,21051954,694.88,763.68,1,0,2
0024294,2,6,103,21093652,992.83,1110.79,0,0,3
0024295,2,6,103,21031670,1329.16,1487.08,0,0,8
0024296,2,6,103,21021592,695.64,743.38,0,0,3
0024297,2,6,103,21011068,1739.22,1894.2,0,0,5
0024298,2,6,103,21113914,2944.77,3259.26,0,0,5
0024299,2,6,103,21021681,839.45,880.2,0,0,4
0024300,2,6,102,21072624,697.91,753.19,0,0,11
0024301,2,6,103,21044356,290.46,313.02,0,0,5
0024302,2,6,103,21031706,881.28,950.4,0,0,2
0024303,2,6,103,21011094,1572.81,1725.51,0,1,3
0024304,2,6,103,21011095,445.99,476.3,0,0,12
0024305,2,6,101,21072629,1414.19,1524.03,0,0,4
0024306,2,6,102,21044352,224.4,237.6,0,1,2
0024307,2,6,103,21061616,1996.77,2135.16,0,0,4
0024308,2,6,103,21093663,438.6,464.4,0,0,10
0024309,2,6,101,21132172,2975.67,3206.79,0,0,3
0024310,2,6,103,21072625,1227.15,1372.95,0,1,7
0024311,2,6,103,21113998,2438.82,2701.83,0,0,3
0024312,2,6,101,21072632,1749.97,1936.86,0,0,6
0024313,2,6,103,21010957,1359.66,1506.29,0,0,1
0024314,2,6,103,21061612,835.33,883.99,0,0,6
0024315,2,6,101,21132430,612.85,666.4,0,1,1
0024316,2,6,103,21101857,1609.89,1766.19,0,1,5
0024317,2,6,103,21051940,1885.98,2089.37,0,0,9
0024318,2,6,103,21061592,1639.76,1767.12,0,0,1
0024319,2,6,103,21093751,792.07,868.97,0,0,10
0024320,2,6,102,21031704,1742.25,1966.5,0,0,4
0024321,2,6,103,21044343,103,113,1,0,3
0024322,2,6,102,21031682,1022.04,1102.2,0,0,1
0024323,2,6,103,21093709,159.65,170.5,0,0,7
0024324,2,6,103,21072634,590.58,625.32,0,1,12
0024325,2,6,103,21044348,542.64,606.48,0,0,1
0024326,2,6,103,21044358,542.64,606.48,0,0,4
0024327,2,6,101,21051964,414.1,459.2,0,0,4
0024328,2,6,101,21011158,1247.33,1307.88,0,0,7
0024329,2,6,103,21132438,1710.94,1846.46,0,0,1
0024330,2,6,102,21061608,1920.66,2127.79,0,0,4
0024331,2,6,103,21010967,307.97,337.87,0,0,11
0024332,2,6,103,21011127,1578.99,1716.96,0,0,4
0024333,2,6,102,21122139,4447.2,4839.6,0,0,3
